Gene	logFold_proB_preproB
Trir	1.59582
Sec11a	0.23759860000000002
Zfp280c	-0.8355640000000001
Gprin3	-5.56523
Coa7	-0.276662
Mbd2	1.0483778333333331
Wbp11	0.1959495
Plrg1	1.2611903333333334
Syncrip	0.0056555599999999874
Pak1ip1	0.384598
Slc35e1	-0.381544
Tars	-0.339982
Actb	0.3834839142857143
Anapc2	-0.0035354000000000106
Anapc5	0.2012352291666667
Anapc4	0.289502875
Ubr5	-0.028490222222222233
Ubr4	-0.19365400000000002
Cpt1a	-0.128065
Rab21	-0.04296945
BC031181	-0.388732
Rtn4ip1	1.2512618850000001
Dnajc17	0.947267
Tcp1	-0.07295209090909091
Rpl27-ps3	0.5946020000000001
Ddx50	0.41054989999999997
Dnajc11	-0.2875442857142857
Rhoa	0.18903772972972974
Rhog	-0.38416333333333336
Lrrc10b	0.0
Eef2	-0.469885
Eif2s2	0.019789875
Hscb	-0.4571366666666667
Smim8	-0.3091000000000001
Sec23b	0.8471130272727273
Ddx17	-0.233154
Nelfb	1.1926067142857144
Nelfa	0.116033
Crocc	-0.11006100000000009
Nelfe	-0.7966467777777777
Rpl13a	-0.2637605294117647
Yars	-0.5082576666666666
Tmem59	0.15110688888888887
AB124611	-5.539756
Trim28	-0.897862
Sdf2l1	0.270828
Def6	-1.18726
Papss1	-0.33563204761904764
Supt5	-0.8147016
Slc25a1	0.074139
Supt6	-0.474234
Impdh1	-0.0032532352941176826
Ube2r2	-0.672235
Emc3	-0.506394
Scrib	0.34929230769230774
Npc2	-1.20785
Npc1	-3.46887
Clpp	-0.005517
Acot7	-0.86618225
Fth1	-1.16769
Arhgap45	-0.2372266666666666
Acot1	-0.031782
Actn1	-0.4831566666666667
Colgalt1	-2.69231
Rac2	-0.624896
Pus10	-0.7463675000000001
Rac1	0.27602
Ppp5c	0.20338015384615382
Trim27	-0.17798549333333333
Cd93	0.721463
Ddt	0.696502
Ola1	1.3407556
Lyar	0.201412325
Ccdc12	0.2868958333333333
Cse1l	1.6684222857142856
Kdm3a	0.9094737045454543
1110004F10Rik	0.1583475
Mrpl37	0.622519
Mrpl34	-0.587056
Zfp553	-0.7553165000000001
Apip	0.0
Mrpl33	-2.2992299999999997
Mrpl30	0.5054054615384616
Stau1	-1.4100603333333332
Myo1c	-0.03465440000000001
Mrpl38	0.45475
Mrpl39	0.0929837
Cplx2	7.68066
Ppil1	0.9052704999999999
Ppil2	-1.4746905000000001
Ppil3	-0.5199215636363635
Ppil4	0.12444569999999999
Pycr2	0.767393
Pycr1	0.27267399999999997
Ethe1	-0.425926
Nup88	-0.06704949999999998
Ly6d	-4.93323
Clasp2	0.1770098
Clasp1	-0.059716176470588224
Lap3	0.09370900000000001
Sri	-0.2386028333333333
Timeless	0.7086889999999999
Nup85	0.43941593333333334
Srm	0.00500254
Eif4enif1	0.049702461538461536
Ddx19a	0.434794
Msra	0.1248618
Asrgl1	-0.737926
Ighv1-23	0.0
Rasgrp2	0.35895861904761905
Api5	0.563107
Hmgn5	1.05337
Clpb	0.245412
Tmod3	-0.40844575
Hmgn1	0.822994
Pycrl	0.139987
Aamdc	-0.12734096078431373
Nfs1	0.19811441666666665
Map4	0.22870949599999996
Akr1a1	-0.155369
Actc1	0.0
Srsf5	0.128774
Acads	-0.473001
Srsf4	0.38130625
Rps24	0.0480065125
Rrp1	0.1267955
Emc10	-1.0351971444444446
Elmsan1	-1.6414566666666666
Kif13b	-0.7913197999999999
Rps25	-0.33137000000000005
Sdha	-0.1229565
Rabep2	-0.11076169999999999
Sdhb	0.516595
Acadl	0.850446
Eef1e1	0.597172
Tra2b	0.241049
Smad9	0.0
Dcxr	0.3762925
Srsf2	0.32820953846153844
Snrnp40	0.73677
D8Ertd738e	0.685695
Rps4x	-0.200273
Nudt21	-0.20484984285714283
Fam162a	0.965567
Golga2	0.37386700666666667
Acad8	-1.1060648124999999
Acad9	-0.12357959999999998
Zc3h7b	-0.937695
Cetn3	0.4964201499999999
Tex10	-0.61125925
Anks1	-0.9902383766666668
Ahsa2	-0.2948756
Gm20605	-0.681893
Arf4	-0.35253779999999996
Sf3b4	-0.7331835
Plbd2	-0.209318
Ctps	0.516685
Nup62	0.5947830000000001
Rnps1	-0.43765000000000004
Grk2	0.6040726249999999
Stk24	-0.3146775
Elovl5	0.65878475
Naa35	0.2103632181818182
Dctn2	-0.528198
Dctn3	0.5750824999999999
Dctn1	-0.9637386666666666
Coro7	1.375271
Ube2i	-0.16421812647058825
Hadh	-0.672129
Ube2k	-0.4884495392857143
Ubl4a	0.0
Ube2m	-0.0014944142857142453
Casp3	-0.67176875
Rpsa	-0.05624359999999999
Ube2n	0.062102333333333336
Chrac1	0.5824982000000001
Ube2c	1.8020965000000002
Gnb1	0.006807621428571419
Casp8	0.13990287499999998
Wrnip1	1.2773
Nop53	0.298339
Gm6169	-1.40414
Abcd3	0.5324045375
D10Jhu81e	-0.36077527500000006
Ube2g1	-0.49331415
Lin7c	0.949215
Acadvl	-0.4359166666666667
Yy1	-0.473573
Fkbp5	-0.292744
Tuba1a	2.08946
Aimp2	0.375174
Aimp1	-0.0053335384615384625
Dcaf13	-0.468287
Aldh3a2	-0.2781525
Map1s	-0.04814966666666668
Glrx	-2.83463725
Atxn10	0.1373335
Elp6	0.23144733333333334
Elp4	1.061796
Elp3	-0.4778726777777778
Elp2	-0.398401
Fh1	0.01850232222222228
Sacm1l	-0.313449
2410004B18Rik	0.6717567544444445
Fkbp2	0.016157366666666666
Psd4	0.5098800615384615
Sephs1	1.167975
Cdk7	-1.1284714999999998
Akap8	-0.375266
Akap9	-0.01222487500000008
Rida	-0.369528
Zfp830	-0.21775
Rps7	0.13217425714285713
Fermt3	-1.15177
Rps5	-0.3874837142857142
Actn4	-0.39423368181818186
Rps3	-1.275568
Rps2	-0.1646912857142857
Sec23ip	-0.18420785714285715
Trip11	0.19320664428571432
Slc38a1	-0.7146515
Timm44	0.158003
Rps9	-0.44268099999999994
Brd3	0.3130571111111111
Drg2	-0.208868
Drg1	0.0878135
Sdf4	-0.5191742500000001
Mettl1	-0.4277672
Dhrs4	-0.46562275000000003
Stk17b	0.18645499999999998
Strap	-0.184692
Akap8l	-0.504801
Ets1	0.855354
Sf3b3	0.198583
Mcmbp	-0.115311
Nrgn	-7.56656
Pafah1b1	0.6438716666666667
Ccdc92b	0.0
Pafah1b3	-0.6843197777777777
Pafah1b2	-0.1322398752173913
Sec22b	-0.2746024428571429
Npr2	0.27066197272727277
Ptpn18	0.12722716
Ptpn11	-0.3128345
Ssrp1	0.33597528571428575
Rsbn1	0.13286857500000002
Hspe1	1.290336
Exosc3	0.975078
Rsu1	-0.7629692727272727
Phf23	-0.34967143529411765
Itgb1	-0.469613
Itgb2	-0.5563857818181819
Arih2	0.13655149999999996
Arih1	0.20869179999999998
Ndufaf4	0.23222333333333336
Tsr1	-0.23842900000000003
Mpo	-1.5082076315789474
Vps28	0.0238817
Vps29	0.02749185714285714
Ndufaf7	-0.173743
Rnaseh2b	0.6414129999999999
Fau	-0.64312124
Hsp90ab1	-0.15867554
Pinx1	0.288993
Megf8	3.69095
Pigs	-0.5559
Pdcl	0.14565857142857142
Caprin1	0.28233825
Ndufs4	-0.07358700000000003
Exosc5	0.24113600000000002
Wapl	1.333807875
Ogdh	-0.45244611111111116
Gsto1	-3.71974
Trmt10c	-0.413163
Fam98b	1.73724
Ndufs7	-0.97985
Acaa1a	-0.1113485
Tmx1	-0.0597315
Tmx3	-0.206957
Tmx2	-0.005808749999999974
Aars2	0.592868
Pbk	0.3169961666666667
Rad23b	-0.998513
Btf3	-0.299054
Ppp2ca	-0.164422
Scarb2	-1.13488
Ppp2cb	-0.47105
Fli1	-0.31405183333333336
G3bp1	-0.656522
G3bp2	-0.3767789
Mzb1	5.73172
Twnk	-0.729172
Tor1aip1	-0.1649166425
Sap130	0.227239
Tbce	-0.120875875
Tbcd	-0.006468066666666667
Noc3l	-0.349217
Tbcb	-0.490396
Tbca	-0.09660772
Runx3	-1.0566833333333332
Runx1	-0.2201825
Xpot	-0.6363852222222223
Cdc123	0.4558834
Gpkow	-0.590967775
Txndc5	0.022232166666666667
Bcl10	-0.540479
Tmem43	-0.847105
Foxp1	-0.16954697619047618
Rbm27	0.22650550000000003
Was	-0.901303
Ptar1	0.554401
Anxa2	-0.24246637179166666
Mcat	-0.327409
Faf1	0.610258
Golgb1	0.08011570000000001
Gbf1	0.1480988700000001
Rreb1	-0.45929768000000004
Idh3a	0.7245006666666667
Ddx42	-0.259852
Idh3b	-0.4081466666666667
Idh3g	-0.346251
Cd84	0.9192465555555555
Ccs	-0.119755
Rnf220	-0.5660696000000001
Rprd1b	0.00033231500000001634
Sipa1	-2.2508462000000002
Ssbp3	-0.11558600000000001
Dnajc1	0.22497324285714287
Pfdn1	0.737715
Mrpl24	-0.023638249999999986
Pfdn2	-0.14381400000000003
Pfdn5	-0.09995884000000001
Pfdn4	0.3039296470588235
Mrpl23	-0.34447
Pfdn6	-0.015830636363636384
Cops4	0.4416469090909091
Mrpl28	0.207771
Fam96b	0.5499606666666667
Pih1d1	0.10895171428571429
Eps15l1	-0.25218719999999994
Ppp3ca	-1.283955
Acyp1	0.23605799999999996
Pts	-0.595665
Sec31a	0.29207325714285715
Rack1	0.305403
Gabpb2	0.8276734750000001
Rab1b	-0.167101
Hcfc1	0.16304281999999998
Rwdd1	0.872186
Hmg20a	-0.6006196666666667
Ercc4	-0.28091715000000006
Tmsb4x	-0.832525
Ncln	-0.3086744444444445
Echs1	-0.499489
Faf2	0.05156223000000002
Tmem214	0.17944400000000002
Ptbp3	0.3288864034482758
Bpnt1	-0.48766600000000004
Ptbp1	0.11496755555555557
Itpk1	-0.35648864166666666
Chchd3	0.6020658333333333
P4hb	-0.9323325
Chchd1	0.26925411111111114
Chchd4	-1.35307
Arid1b	-0.009907333333333332
Arid1a	-0.40936750000000005
Mtpap	-0.297466
Dnajb11	-0.3844245142857143
Snrnp27	0.687906
Ranbp9	-0.00542127199999999
Urod	0.1191506
Atrx	-5.2948749999995325e-05
Tagln2	3.69068725
Ranbp1	0.5566005
Ranbp3	-0.0895816
Ranbp2	0.0919968
Ppm1g	0.09490190000000001
Ppm1f	-1.03352
Akirin2	0.0295709
Gclm	0.2621809333333333
Ppm1b	-0.49205299999999996
Rpl8	-0.245761
Rpl9	0.016753812499999996
Rpl6	-0.18800399999999998
Rpl7	0.0
Rpl4	-0.214932
Rpl5	1.6046878333333334
Rpl3	0.053364
Aldh2	-0.38793016666666663
Fibp	-0.7028201999999999
Sdc4	5.61229
Ppp6c	0.16231459999999992
Ikbkg	-0.8633122916666666
Mecr	0.30696660000000003
Aifm1	0.3861485
Arglu1	-0.005857249999999994
Alpl	1.1891394285714285
Ivd	-0.824091
Clpx	-0.42636225
Samhd1	-0.70295375
Seh1l	-0.10341
Trim25	-0.5166798233333333
Txndc17	0.0696596
Mcrip2	-0.429605
Atp6v1e1	-0.27154725
Hprt	1.10007
Txndc12	0.308909
Fhl3	-2.0566066666666667
Fabp5	-4.40314
Nbn	0.22016100000000002
Lsm14b	-0.6606429
Sart3	-1.0654934999999999
Sart1	-0.419921
Tes	-8.771367499999998
Cops5	0.38093057142857145
Gstz1	-0.739611894736842
Ttc4	-0.820256
Rpl26	-0.14413985714285715
Ttc1	0.2277003
Emd	0.11678116666666666
Tle3	-0.6690147096774194
Psmd14	0.495752
Psmd11	0.3857849574468085
Psmd10	0.0822515
Psmd13	0.1649473125
Psmd12	0.7071472999999999
Suclg2	-0.176226375
Suclg1	-0.3905775
Adgrg1	-0.3180009466666667
Gatad2b	0.559004125
Gatad2a	-0.18546084210526317
Irgq	0.500504
Nup50	0.419899
Nup54	-0.3776533076923077
Hist1h4j	-2.01294
Gm49322	-0.24985433333333332
Atl3	0.2770283333333334
Atl2	0.47337625
Endog	0.025535
Rsl1d1	-0.805379
Noc2l	-3.4973229999999997
Sit1	25.1184
Arfgap3	0.05845969999999999
Carmil2	-0.12305200000000001
Nup133	0.540657
Gm45799	0.02158122727272728
Dnmt1	-1.16960175
Hsd17b10	0.0108171
Ung	0.2955725
Sssca1	0.4232541818181818
Rfx7	0.4713244
Fbxo41	-0.0611444
Decr1	-1.07918
Hnrnph2	0.5367791666666666
Rpl29	-0.48384679999999997
Rpl28	0.0
Myo1g	0.18636943750000007
Rpl24	1.56556
Myo1e	-0.7930799428571429
Ifi209	0.736210325
Rpl21	-0.13954333333333344
Rpl23	-0.04415122222222221
Rpl22	-0.3697045
Arf3	-0.08459299999999997
Kdm5c	0.01032378000000005
Ikbkap	-0.33916
F5	1.05445
Setd3	-0.18152902999999998
Setd2	0.01872838571428572
Mndal	1.21181
Setd7	-0.791121
